X,Y,FID,SWID,NAME,LADDR,LADDR2,LCITY,LSTATE,LZIP,LZIP4,COUNTRY,TYPE,PHONE,CONAME,COFIPS,LAT,LON,METHOD,REG_ID,NAICS_CODE,NAICS_DESC,STATUS_DAT,URL,LastVer
-112.3062464,33.5398425,11,40008,CITY OF GLENDALE - LANDFILL,11480 WEST GLENDALE AVENUE, ,GLENDALE,AZ,85307, ,US,BOTH,6239304722,MARICOPA,4013,33.539842,-112.306246,IMAGERY,1.10002E+11,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",2012-08-06T00:00:00.000Z,http://www.azdeq.gov/environ/waste/index.html,2013-02-15T00:00:00.000Z
-112.4764966,33.67938693,12,40009,NORTHWEST REGIONAL LANDFILL,"19401 WEST DEER VALLEY RD, T04N, R02W, SECTION 21", ,SURPRISE,AZ,85387,9414,US,BOTH,6235846065,MARICOPA,4013,33.679387,-112.476497,IMAGERY,1.10036E+11,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",2012-08-06T00:00:00.000Z,http://www.azdeq.gov/environ/waste/index.html,2013-02-15T00:00:00.000Z
-112.6422277,33.22248064,13,40010,SOUTHWEST REGIONAL LANDFILL,24427 SOUTH HWY 85, ,BUCKEYE,AZ,85326, ,US,BOTH,6233930085,MARICOPA,4013,33.222481,-112.642228,IMAGERY,1.10012E+11,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",2012-08-06T00:00:00.000Z,http://www.azdeq.gov/environ/waste/index.html,2013-02-15T00:00:00.000Z
-112.1174817,33.41934153,14,40011,CITY OF PHOENIX 27TH AVE LANDFILL,3060 S 27TH AVE, ,PHOENIX,AZ,85009, ,US,BOTH, ,MARICOPA,4013,33.419342,-112.117482,IMAGERY,1.10003E+11,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",2012-08-06T00:00:00.000Z,http://www.azdeq.gov/environ/waste/index.html,2013-02-15T00:00:00.000Z
-112.669013,33.18491077,15,40012,SR 85 LANDFILL PUBLIC WORKS DEPT,28633 W PATTERSON RD, ,BUCKEYE,AZ,85326, ,US,BOTH, ,MARICOPA,4013,33.184911,-112.669013,IMAGERY,1.10031E+11,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",2012-08-06T00:00:00.000Z,http://www.azdeq.gov/environ/waste/index.html,2013-02-15T00:00:00.000Z
-112.2729719,33.07523126,16,40013,BUTTERFIELD STATION LANDFILL,40404 SOUTH 99TH AVENUE, ,MOBILE,AZ,85239, ,US,BOTH,6022560630,MARICOPA,4013,33.075231,-112.272972,IMAGERY,1.1001E+11,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",2012-08-06T00:00:00.000Z,http://www.azdeq.gov/environ/waste/index.html,2013-02-15T00:00:00.000Z
-114.5098315,35.01939015,17,40014,MOHAVE COUNTY - MOHAVE VALLEY LANDFILL,3999 EL RODEO ROAD, ,MOHAVE VALLEY,AZ,86426, ,US,BOTH,9287580000,MOHAVE,4015,35.01939,-114.509832,IMAGERY,1.10013E+11,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",2012-08-06T00:00:00.000Z,http://www.azdeq.gov/environ/waste/index.html,2013-02-15T00:00:00.000Z
-117.7095366,33.71924008,18,60001,FRANK R. BOWERMAN SANITARY LANDFILL,11002 BEE CANYON ACCESS ROAD, ,IRVINE,CA,92602,500,US,BOTH, ,ORANGE,6059,33.71924,-117.709537,IMAGERY,1.10018E+11,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",2012-08-06T00:00:00.000Z,http://www.calrecycle.ca.gov/SWFacilities/Directory/Search.aspx#DOWNLOAD,2013-03-14T00:00:00.000Z
-117.6167771,33.49295037,19,60002,PRIMA DESHECHA SANITARY LANDFILL,32250 LA PATA AVENUE, ,SAN JUAN CAPISTRANO,CA,92673, ,US,BOTH, ,ORANGE,6059,33.49295,-117.616777,IMAGERY,1.10013E+11,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",2012-08-06T00:00:00.000Z,http://www.calrecycle.ca.gov/SWFacilities/Directory/Search.aspx#DOWNLOAD,2013-03-14T00:00:00.000Z
-122.2940489,40.19838153,20,60003,TEHAMA COUNTY/RED BLUFF  LANDFILL,19995 PLYMIRE ROAD; 2 MI NW RED BLUFF, ,RED BLUFF,CA,96080, ,US,BOTH, ,TEHAMA,6103,40.198382,-122.294049,IMAGERY,1.10018E+11,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",2012-08-06T00:00:00.000Z,http://www.calrecycle.ca.gov/SWFacilities/Directory/Search.aspx#DOWNLOAD,2013-03-14T00:00:00.000Z
-120.3822612,34.95219497,21,60004,SANTA MARIA LANDFILL,2065 EAST MAIN STREET, ,SANTA MARIA,CA,93454, ,US,BOTH, ,SANTA BARBARA,6083,34.952195,-120.382261,IMAGERY,1.10013E+11,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",2012-08-06T00:00:00.000Z,http://www.calrecycle.ca.gov/SWFacilities/Directory/Search.aspx#DOWNLOAD,2013-03-14T00:00:00.000Z
-119.9682378,34.46203725,22,60005,COUNTY OF SANTA BARBARA-TAJIGUAS LANDFIL,4700 HIGHWAY 101 23 MILES WEST SANTA BARBARA, ,GAVIOTA,CA,93117, ,US,BOTH, ,SANTA BARBARA,6083,34.462037,-119.968238,IMAGERY,1.10014E+11,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",2012-08-06T00:00:00.000Z,http://www.calrecycle.ca.gov/SWFacilities/Directory/Search.aspx#DOWNLOAD,2013-03-14T00:00:00.000Z
-121.4050063,36.53352957,23,60006,JOHNSON CANYON SANITARY LANDFILL,31400 JOHNSON CANYON ROAD, ,GONZALES,CA,93926,9400,US,BOTH, ,MONTEREY,6053,36.53353,-121.405006,IMAGERY,1.10013E+11,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",2012-08-06T00:00:00.000Z,http://www.calrecycle.ca.gov/SWFacilities/Directory/Search.aspx#DOWNLOAD,2013-03-14T00:00:00.000Z
-121.3435997,38.8382707,24,60007,WESTERN REGIONAL LANDFILL,3195 ATHENS ROAD  AP #17-060-02, ,LINCOLN,CA,95648, ,US,BOTH, ,PLACER,6061,38.838271,-121.3436,IMAGERY,1.10018E+11,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",2012-08-06T00:00:00.000Z,http://www.calrecycle.ca.gov/SWFacilities/Directory/Search.aspx#DOWNLOAD,2013-03-14T00:00:00.000Z
-115.5251114,32.85753024,25,60008,ALLIED IMPERIAL LANDFILL,104 EAST ROBINSON ROAD, ,IMPERIAL,CA,92251, ,US,BOTH, ,IMPERIAL,6025,32.85753,-115.525111,IMAGERY,1.10001E+11,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",2012-08-06T00:00:00.000Z,http://www.calrecycle.ca.gov/SWFacilities/Directory/Search.aspx#DOWNLOAD,2013-03-14T00:00:00.000Z
-121.9011108,37.21430303,26,60009,GUADALUPE DISPOSAL SITE LANDFILL,15999 GUADALUPE MINES ROAD, ,SAN JOSE,CA,95120, ,US,BOTH, ,SANTA CLARA,6085,37.214303,-121.901111,IMAGERY,1.10034E+11,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",2012-08-06T00:00:00.000Z,http://www.calrecycle.ca.gov/SWFacilities/Directory/Search.aspx#DOWNLOAD,2013-03-14T00:00:00.000Z
-121.9360496,37.45587978,27,60010,NEWBY ISLAND SANITARY LANDFILL,1601 DIXON LANDING ROAD, ,MILPITAS,CA,95035, ,US,BOTH, ,SANTA CLARA,6085,37.45588,-121.93605,IMAGERY,1.10007E+11,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",2012-08-06T00:00:00.000Z,http://www.calrecycle.ca.gov/SWFacilities/Directory/Search.aspx#DOWNLOAD,2013-03-14T00:00:00.000Z
-121.6781789,37.1828926,28,60011,KIRBY CANYON LANDFILL,910 SCHELLER AVENUE, ,MORGAN HILL,CA,95037, ,US,BOTH, ,SANTA CLARA,6085,37.182893,-121.678179,IMAGERY,1.10001E+11,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",2012-08-06T00:00:00.000Z,http://www.calrecycle.ca.gov/SWFacilities/Directory/Search.aspx#DOWNLOAD,2013-03-14T00:00:00.000Z
-118.9201978,35.20124555,29,60012,ARVIN SANITARY LANDFILL,5500 NORTH WHEELER RIDGE ROAD, ,ARVIN,CA,93203, ,US,BOTH, ,KERN,6029,35.201246,-118.920198,IMAGERY,1.10013E+11,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",2012-08-06T00:00:00.000Z,http://www.calrecycle.ca.gov/SWFacilities/Directory/Search.aspx#DOWNLOAD,2013-03-14T00:00:00.000Z
-119.4501863,35.20230369,30,60013,TAFT SANITARY LANDFILL,13351 ELK HILLS ROAD, ,TAFT,CA,93268, ,US,BOTH, ,KERN,6029,35.202304,-119.450186,IMAGERY,1.10013E+11,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",2012-08-06T00:00:00.000Z,http://www.calrecycle.ca.gov/SWFacilities/Directory/Search.aspx#DOWNLOAD,2013-03-14T00:00:00.000Z
-119.4047045,35.51464241,31,60014,SHAFTER-WASCO SANITARY LANDFILL,17621 SCOFIELD AVENUE, ,SHAFTER,CA,93263, ,US,BOTH, ,KERN,6029,35.514642,-119.404705,IMAGERY,1.10014E+11,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",2012-08-06T00:00:00.000Z,http://www.calrecycle.ca.gov/SWFacilities/Directory/Search.aspx#DOWNLOAD,2013-03-14T00:00:00.000Z
-121.4650134,38.58653697,32,60015,CITY OF SACRAMENTO- LANDFILL,20 28TH ST, ,SACRAMENTO,CA,95816, ,US,BOTH, ,SACRAMENTO,6067,38.586537,-121.465013,IMAGERY,1.10001E+11,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",2012-08-06T00:00:00.000Z,http://www.calrecycle.ca.gov/SWFacilities/Directory/Search.aspx#DOWNLOAD,2013-03-14T00:00:00.000Z
-121.1930473,38.51385479,33,60016,SACRAMENTO COUNTY LANDFILL (KIEFER),12701 KIEFER BLVD, ,SLOUGHHOUSE,CA,95683, ,US,BOTH, ,SACRAMENTO,6067,38.513855,-121.193047,IMAGERY,1.10018E+11,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",2012-08-06T00:00:00.000Z,http://www.calrecycle.ca.gov/SWFacilities/Directory/Search.aspx#DOWNLOAD,2013-03-14T00:00:00.000Z
-120.2019218,37.06428288,34,60017,FAIRMEAD LANDFILL,21739 ROAD 19, ,CHOWCHILLA,CA,93610,0,US,BOTH, ,MADERA,6039,37.064283,-120.201922,IMAGERY,1.10038E+11,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",2012-08-06T00:00:00.000Z,http://www.calrecycle.ca.gov/SWFacilities/Directory/Search.aspx#DOWNLOAD,2013-03-14T00:00:00.000Z
-119.3925794,36.39673068,35,60018,VISALIA LANDFILL,33466 ROAD 80, ,VISALIA,CA,93291, ,US,BOTH, ,TULARE,6107,36.396731,-119.392579,IMAGERY,1.10014E+11,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",2012-08-06T00:00:00.000Z,http://www.calrecycle.ca.gov/SWFacilities/Directory/Search.aspx#DOWNLOAD,2013-03-14T00:00:00.000Z
-119.1020689,36.02115846,36,60019,TEAPOT DOME LANDFILL,21063 AVENUE 128, ,PORTERVILLE,CA,93257, ,US,BOTH, ,TULARE,6107,36.021158,-119.102069,IMAGERY,1.10014E+11,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",2012-08-06T00:00:00.000Z,http://www.calrecycle.ca.gov/SWFacilities/Directory/Search.aspx#DOWNLOAD,2013-03-14T00:00:00.000Z
-117.0250337,32.84634735,37,60020,SYCAMORE SANITARY LANDFILL,8514 MAST BOULEVARD, ,SAN DIEGO,CA,92071, ,US,BOTH, ,SAN DIEGO,6073,32.846347,-117.025034,IMAGERY,1.10018E+11,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",2012-08-06T00:00:00.000Z,http://www.calrecycle.ca.gov/SWFacilities/Directory/Search.aspx#DOWNLOAD,2013-03-14T00:00:00.000Z
-117.0165101,32.60157125,38,60021,OTAY LANDFILL,1700 MAXWELL ROAD, ,CHULA VISTA,CA,91911,6156,US,BOTH, ,SAN DIEGO,6073,32.601571,-117.01651,IMAGERY,1.10001E+11,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",2012-08-06T00:00:00.000Z,http://www.calrecycle.ca.gov/SWFacilities/Directory/Search.aspx#DOWNLOAD,2013-03-14T00:00:00.000Z
-117.1499325,32.84254683,39,60022,WEST MIRAMAR SANITARY LANDFILL,5180 CONVOY STREET, ,SAN DIEGO,CA,92111,1208,US,BOTH, ,SAN DIEGO,6073,32.842547,-117.149932,IMAGERY,1.10007E+11,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",2012-08-06T00:00:00.000Z,http://www.calrecycle.ca.gov/SWFacilities/Directory/Search.aspx#DOWNLOAD,2013-03-14T00:00:00.000Z
-121.326285,36.8236255,40,60023,JOHN SMITH ROAD CLASS III LANDFILL,2650 JOHN SMITH ROAD, ,HOLLISTER,CA,95023, ,US,BOTH, ,SAN BENITO,6069,36.823625,-121.326285,IMAGERY,1.10018E+11,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",2012-08-06T00:00:00.000Z,http://www.calrecycle.ca.gov/SWFacilities/Directory/Search.aspx#DOWNLOAD,2013-03-14T00:00:00.000Z
-121.1409813,37.39374862,41,60024,FINK ROAD LANDFILL,4000 FINK ROAD, ,CROWS LANDING,CA,95360, ,US,BOTH, ,STANISLAUS,6099,37.393749,-121.140981,IMAGERY,1.10013E+11,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",2012-08-06T00:00:00.000Z,http://www.calrecycle.ca.gov/SWFacilities/Directory/Search.aspx#DOWNLOAD,2013-03-14T00:00:00.000Z
-120.1333239,36.66258758,42,60025,AMERICAN AVENUE LANDFILL,18950 W AMERICAN AVENUE, ,KERMAN,CA,93660, ,US,BOTH, ,FRESNO,6019,36.662588,-120.133324,IMAGERY,1.10014E+11,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",2012-08-06T00:00:00.000Z,http://www.calrecycle.ca.gov/SWFacilities/Directory/Search.aspx#DOWNLOAD,2013-03-14T00:00:00.000Z
-122.5639762,38.15830467,43,60026,REDWOOD LANDFILL,8950 REDWOOD HWY, ,NOVATO,CA,94945,1435,US,BOTH, ,MARIN,6041,38.158305,-122.563976,IMAGERY,1.1001E+11,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",2012-08-06T00:00:00.000Z,http://www.calrecycle.ca.gov/SWFacilities/Directory/Search.aspx#DOWNLOAD,2013-03-14T00:00:00.000Z
-120.53182,35.66314,44,60027,CITY OF PASO ROBLES LANDFILL,9000 HIGHWAY 46, ,PASO ROBLES,CA,93446, ,US,BOTH, ,SAN LUIS OBISPO,6079,35.66314,-120.53182,IMAGERY,1.10018E+11,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",2012-08-06T00:00:00.000Z,http://www.calrecycle.ca.gov/SWFacilities/Directory/Search.aspx#DOWNLOAD,2013-03-14T00:00:00.000Z
-120.598283,35.18707746,45,60028,COLD CANYON LANDFILL SOLID WASTE DS,2268 CARPENTER CANYON ROAD, ,SAN LUIS OBISPO,CA,93401,8241,US,BOTH, ,SAN LUIS OBISPO,6079,35.187077,-120.598283,IMAGERY,1.10001E+11,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",2012-08-06T00:00:00.000Z,http://www.calrecycle.ca.gov/SWFacilities/Directory/Search.aspx#DOWNLOAD,2013-03-14T00:00:00.000Z
-120.6362126,35.52211244,46,60029,CHICAGO GRADE LANDFILL,2290 HOMESTEAD ROAD, ,TEMPLETON,CA,93465, ,US,BOTH, ,SAN LUIS OBISPO,6079,35.522112,-120.636213,IMAGERY,1.10013E+11,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",2012-08-06T00:00:00.000Z,http://www.calrecycle.ca.gov/SWFacilities/Directory/Search.aspx#DOWNLOAD,2013-03-14T00:00:00.000Z
-121.1837947,37.87751649,47,60030,"FORWARD LANDFILL, INC.",9999 SOUTH AUSTIN ROAD, ,MANTECA,CA,95336,8924,US,BOTH, ,SAN JOAQUIN,6077,37.877516,-121.183795,IMAGERY,1.10001E+11,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",2012-08-06T00:00:00.000Z,http://www.calrecycle.ca.gov/SWFacilities/Directory/Search.aspx#DOWNLOAD,2013-03-14T00:00:00.000Z
-121.1005213,38.09798166,48,60031,NORTH COUNTY SANITARY LANDFILL,17900 EAST HARNEY LANE, ,LODI,CA,95240, ,US,BOTH, ,SAN JOAQUIN,6077,38.097982,-121.100521,IMAGERY,1.10013E+11,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",2012-08-06T00:00:00.000Z,http://www.calrecycle.ca.gov/SWFacilities/Directory/Search.aspx#DOWNLOAD,2013-03-14T00:00:00.000Z
-120.9373689,38.03582258,49,60032,FOOTHILL SANITARY LANDFILL,6484 NORTH WAVERLY ROAD, ,LINDEN,CA,95236, ,US,BOTH, ,SAN JOAQUIN,6077,38.035823,-120.937369,IMAGERY,1.10013E+11,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",2012-08-06T00:00:00.000Z,http://www.calrecycle.ca.gov/SWFacilities/Directory/Search.aspx#DOWNLOAD,2013-03-14T00:00:00.000Z
-117.268925,34.59212341,50,60033,SB CO LANDFILL - VICTORVILLE,18600 STODDARD WELLS ROAD, ,VICTORVILLE,CA,92307, ,US,BOTH, ,SAN BERNARDINO,6071,34.592123,-117.268925,IMAGERY,1.10042E+11,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",2012-08-06T00:00:00.000Z,http://www.calrecycle.ca.gov/SWFacilities/Directory/Search.aspx#DOWNLOAD,2013-03-14T00:00:00.000Z
-117.4741835,33.79346713,51,60034,EL SOBRANTE LANDFILL,10910 DAWSON CANYON ROAD, ,CORONA,CA,92883,5020,US,BOTH, ,RIVERSIDE,6065,33.793467,-117.474184,IMAGERY,1.10006E+11,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",2012-08-06T00:00:00.000Z,http://www.calrecycle.ca.gov/SWFacilities/Directory/Search.aspx#DOWNLOAD,2013-03-14T00:00:00.000Z
-117.120791,33.95411358,52,60035,BADLANDS SANITARY LANDFILL,31125 IRONWOOD AVENUE, ,MORENO VALLEY,CA,92236, ,US,BOTH, ,RIVERSIDE,6065,33.954114,-117.120791,IMAGERY,1.10018E+11,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",2012-08-06T00:00:00.000Z,http://www.calrecycle.ca.gov/SWFacilities/Directory/Search.aspx#DOWNLOAD,2013-03-14T00:00:00.000Z
-121.9384044,38.00600191,53,60036,KELLER CANYON LANDFILL,901 BAILEY ROAD, ,PITTSBURG,CA,94565,4309,US,BOTH, ,CONTRA COSTA,6013,38.006002,-121.938404,IMAGERY,1.10001E+11,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",2012-08-06T00:00:00.000Z,http://www.calrecycle.ca.gov/SWFacilities/Directory/Search.aspx#DOWNLOAD,2013-03-14T00:00:00.000Z
-122.0874482,38.02528963,54,60037,ACME LANDFILL,950 WATERBIRD WAY, ,MARTINEZ,CA,94553, ,US,BOTH, ,CONTRA COSTA,6013,38.02529,-122.087448,IMAGERY,1.10018E+11,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",2012-08-06T00:00:00.000Z,http://www.calrecycle.ca.gov/SWFacilities/Directory/Search.aspx#DOWNLOAD,2013-03-14T00:00:00.000Z
-122.3802374,37.96929185,55,60038,WEST COUNTY LANDFILL,PARR BLVD & GARDEN TRACT RD, ,RICHMOND,CA,94801, ,US,BOTH, ,CONTRA COSTA,6013,37.969292,-122.380237,IMAGERY,1.10034E+11,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",2012-08-06T00:00:00.000Z,http://www.calrecycle.ca.gov/SWFacilities/Directory/Search.aspx#DOWNLOAD,2013-03-14T00:00:00.000Z
-118.9982056,34.40010493,56,60039,TOLAND ROAD LANDFILL,3500 NORTH TOLAND ROAD, ,SANTA PAULA,CA,93060, ,US,BOTH, ,VENTURA,6111,34.400105,-118.998206,IMAGERY,1.10013E+11,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",2012-08-06T00:00:00.000Z,http://www.calrecycle.ca.gov/SWFacilities/Directory/Search.aspx#DOWNLOAD,2013-03-14T00:00:00.000Z
-118.8002649,34.29224935,57,60040,SIMI VALLEY LANDFILL & RECYCLING CENTER,2801 NORTH MADERA ROAD, ,SIMI VALLEY,CA,93065,6208,US,BOTH, ,VENTURA,6111,34.292249,-118.800265,IMAGERY,1.10003E+11,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",2012-08-06T00:00:00.000Z,http://www.calrecycle.ca.gov/SWFacilities/Directory/Search.aspx#DOWNLOAD,2013-03-14T00:00:00.000Z
-121.727637,39.67434234,58,60041,NEAL ROAD LANDFILL,1023 NEAL ROAD, ,PARADISE,CA,95969, ,US,BOTH, ,BUTTE,6007,39.674342,-121.727637,IMAGERY,1.10007E+11,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",2012-08-06T00:00:00.000Z,http://www.calrecycle.ca.gov/SWFacilities/Directory/Search.aspx#DOWNLOAD,2013-03-14T00:00:00.000Z
-120.8324493,38.65009448,59,60042,UNION MINE LANDFILL,2850 FAIRLANE CT BLDG C, ,PLACERVILLE,CA,95667, ,US,BOTH, ,EL DORADO,6017,38.650094,-120.832449,IMAGERY,1.10009E+11,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",2012-08-06T00:00:00.000Z,http://www.calrecycle.ca.gov/SWFacilities/Directory/Search.aspx#DOWNLOAD,2013-03-14T00:00:00.000Z
-118.1175125,34.7439242,60,60043,LANCASTER LANDFILL AND RECYCLING CENTER,600 EAST AVENUE F, ,LANCASTER,CA,93535,6412,US,BOTH, ,LOS ANGELES,6037,34.743924,-118.117513,IMAGERY,1.10003E+11,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",2012-08-06T00:00:00.000Z,http://www.calrecycle.ca.gov/SWFacilities/Directory/Search.aspx#DOWNLOAD,2013-03-14T00:00:00.000Z
-118.7097158,34.14854041,61,60044,CALABASAS SANITARY LANDFILL,5300 LOST HILLS ROAD, ,AGOURA (UNINCORP. LA COUNTY),CA,91301, ,US,BOTH, ,LOS ANGELES,6037,34.14854,-118.709716,IMAGERY,1.10018E+11,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",2012-08-06T00:00:00.000Z,http://www.calrecycle.ca.gov/SWFacilities/Directory/Search.aspx#DOWNLOAD,2013-03-14T00:00:00.000Z
-118.3844363,34.24031611,62,60045,BRADLEY LANDFILL & RECYCLING CENTER,9227 TUJUNGA AVENUE, ,SUN VALLEY,CA,91352,1542,US,BOTH, ,LOS ANGELES,6037,34.240316,-118.384436,IMAGERY,1.1001E+11,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",2012-08-06T00:00:00.000Z,http://www.calrecycle.ca.gov/SWFacilities/Directory/Search.aspx#DOWNLOAD,2013-03-14T00:00:00.000Z
